Time	Goal	In	Out
1.00079	900	3	8.97
1.00116	900	3	8.97
1.00138	900	7	8.93
1.00159	900	12	8.88
1.00179	900	16	8.84
1.00201	900	21	8.79
1.00222	900	26	8.74
1.00243	900	31	8.69
1.00264	900	36	8.64
1.00285	900	40	8.6
1.00306	900	45	8.55
1.00326	900	50	8.5
1.00347	900	55	8.45
1.00368	900	59	8.41
1.00388	900	64	8.36
1.00409	900	68	8.32
1.0043	900	73	8.27
1.00451	900	78	8.22
1.00471	900	83	8.17
1.00492	900	88	8.12
1.00513	900	91	8.09
1.00534	900	98	8.02
1.00554	900	101	7.99
1.00581	900	104	7.96
1.00603	900	111	7.89
1.00624	900	116	7.84
1.00645	900	120	7.8
1.00666	900	125	7.75
1.00687	900	128	7.72
1.00707	900	134	7.66
1.00728	900	138	7.62
1.00749	900	142	7.58
1.0077	900	147	7.53
1.0079	900	151	7.49
1.00811	900	152	7.48
1.00832	900	159	7.41
1.00852	900	164	7.36
1.00873	900	167	7.33
1.00894	900	171	7.29
1.00914	900	176	7.24
1.00935	900	180	7.2
1.00956	900	184	7.16
1.00977	900	188	7.12
1.00998	900	192	7.08
1.01018	900	196	7.04
1.01039	900	200	7
1.0106	900	204	6.96
1.01081	900	208	6.92
1.01101	900	212	6.88
1.01122	900	216	6.84
1.01143	900	220	6.8
1.01164	900	223	6.77
1.01185	900	227	6.73
1.01205	900	231	6.69
1.01226	900	235	6.65
1.01246	900	238	6.62
1.01267	900	242	6.58
1.01288	900	246	6.54
1.01309	900	249	6.51
1.0133	900	253	6.47
1.0135	900	256	6.44
1.01371	900	262	6.38
1.01392	900	264	6.36
1.01413	900	268	6.32
1.01433	900	271	6.29
1.01454	900	275	6.25
1.01475	900	278	6.22
1.01496	900	282	6.18
1.01516	900	284	6.16
1.01537	900	288	6.12
1.01557	900	292	6.08
1.01579	900	297	6.03
1.01601	900	300	6
1.01622	900	303	5.97
1.01642	900	308	5.92
1.01663	900	309	5.91
1.01684	900	313	5.87
1.01705	900	315	5.85
1.01726	900	319	5.81
1.01746	900	323	5.77
1.01767	900	326	5.74
1.01788	900	328	5.72
1.01808	900	332	5.68
1.01829	900	335	5.65
1.0185	900	340	5.6
1.0187	900	342	5.58
1.01891	900	345	5.55
1.01912	900	347	5.53
1.01933	900	351	5.49
1.01953	900	357	5.43
1.01974	900	357	5.43
1.01995	900	359	5.41
1.02016	900	364	5.36
