Time	Goal	In	Out
1.00068	550	3	5.47
1.00105	550	3	5.47
1.00121	550	7	5.43
1.00136	550	9	5.41
1.0015	550	12	5.38
1.00165	550	15	5.35
1.00179	550	18	5.32
1.00194	550	21	5.29
1.00209	550	25	5.25
1.00223	550	28	5.22
1.00238	550	33	5.17
1.00252	550	35	5.15
1.00266	550	39	5.11
1.00281	550	41	5.09
1.00295	550	45	5.05
1.0031	550	49	5.01
1.00325	550	53	4.97
1.00337	550	55	4.95
1.00353	550	57	4.93
1.00366	550	61	4.89
1.00378	550	64	4.86
1.0039	550	67	4.83
1.00402	550	69	4.81
1.00413	550	72	4.78
1.00425	550	75	4.75
1.00437	550	76	4.74
1.00449	550	79	4.71
1.00461	550	82	4.68
1.00472	550	86	4.64
1.00484	550	87	4.63
1.00496	550	89	4.61
1.00508	550	91	4.59
1.00519	550	95	4.55
1.00531	550	96	4.54
1.00543	550	99	4.51
1.00555	550	101	4.49
1.00566	550	103	4.47
1.00578	550	105	4.45
1.0059	550	108	4.42
1.00602	550	110	4.4
1.00613	550	112	4.38
1.00625	550	114	4.36
1.00637	550	116	4.34
1.00649	550	119	4.31
1.0066	550	121	4.29
1.00672	550	123	4.27
1.00684	550	125	4.25
1.00695	550	127	4.23
1.00707	550	129	4.21
1.00719	550	131	4.19
1.00731	550	133	4.17
1.00742	550	135	4.15
1.00754	550	137	4.13
1.00766	550	139	4.11
1.00777	550	141	4.09
1.00789	550	143	4.07
1.00801	550	145	4.05
1.00812	550	147	4.03
1.00824	550	149	4.01
1.00836	550	150	4
1.00848	550	152	3.98
1.00859	550	154	3.96
1.00871	550	156	3.94
1.00883	550	158	3.92
1.00894	550	160	3.9
1.00906	550	161	3.89
1.00918	550	163	3.87
1.0093	550	165	3.85
1.00942	550	167	3.83
1.00953	550	168	3.82
1.00965	550	170	3.8
1.00977	550	172	3.78
1.00988	550	173	3.77
1.01	550	175	3.75
1.01012	550	176	3.74
1.01023	550	175	3.75
1.01035	550	179	3.71
1.01047	550	183	3.67
1.01058	550	184	3.66
1.0107	550	186	3.64
1.01082	550	187	3.63
1.01094	550	187	3.63
1.01105	550	189	3.61
1.01117	550	190	3.6
1.01129	550	192	3.58
1.0114	550	193	3.57
1.01152	550	195	3.55
1.01164	550	196	3.54
1.01175	550	198	3.52
1.01187	550	199	3.51
1.01199	550	200	3.5
1.0121	550	202	3.48
1.01222	550	203	3.47
1.01234	550	205	3.45
1.01246	550	206	3.44
1.01257	550	208	3.42
1.01269	550	209	3.41
1.01281	550	210	3.4
1.01292	550	211	3.39
1.01304	550	213	3.37
1.01316	550	214	3.36
1.01327	550	215	3.35
1.01339	550	216	3.34
1.01358	550	219	3.31
1.01377	550	221	3.29
1.01395	550	223	3.27
1.01413	550	224	3.26
1.01431	550	226	3.24
1.0145	550	228	3.22
1.01467	550	227	3.23
1.01485	550	232	3.18
1.01503	550	233	3.17
1.01521	550	236	3.14
1.0154	550	237	3.13
1.01558	550	239	3.11
1.01576	550	240	3.1
1.01593	550	242	3.08
1.01611	550	243	3.07
1.01629	550	245	3.05
1.01648	550	247	3.03
1.01665	550	248	3.02
1.01683	550	249	3.01
1.01701	550	251	2.99
1.01719	550	253	2.97
1.01737	550	253	2.97
1.01755	550	254	2.96
1.01773	550	259	2.91
1.01791	550	259	2.91
1.01809	550	260	2.9
1.01827	550	260	2.9
1.01845	550	263	2.87
1.01863	550	264	2.86
1.01881	550	265	2.85
1.01899	550	267	2.83
1.01917	550	268	2.82
1.01935	550	269	2.81
1.01953	550	271	2.79
1.01971	550	272	2.78
1.01989	550	273	2.77
1.02007	550	279	2.71
1.02025	550	275	2.75
1.02043	550	277	2.73
1.02061	550	278	2.72
1.02079	550	279	2.71
1.02097	550	280	2.7
1.02115	550	281	2.69
1.02133	550	283	2.67
1.02151	550	284	2.66
1.02169	550	285	2.65
1.02187	550	286	2.64
1.02205	550	287	2.63
1.02222	550	288	2.62
1.0224	550	289	2.61
1.02258	550	290	2.6
1.02276	550	291	2.59
1.02294	550	292	2.58
1.02312	550	293	2.57
1.0233	550	294	2.56
1.02351	550	294	2.56
1.0237	550	296	2.54
1.02388	550	297	2.53
1.02406	550	298	2.52
1.02424	550	299	2.51
1.02442	550	296	2.54
1.0246	550	298	2.52
1.02477	550	304	2.46
1.02495	550	301	2.49
1.02513	550	304	2.46
1.02531	550	304	2.46
1.02549	550	305	2.45
1.02567	550	305	2.45
1.02585	550	306	2.44
1.02603	550	307	2.43
1.02621	550	308	2.42
1.02639	550	309	2.41
1.02657	550	309	2.41
1.02675	550	310	2.4
1.02692	550	311	2.39
1.0271	550	312	2.38
1.02728	550	312	2.38
1.02746	550	313	2.37
1.02764	550	314	2.36
1.02782	550	315	2.35
1.028	550	315	2.35
1.02818	550	316	2.34
1.02836	550	316	2.34
1.02854	550	317	2.33
1.02872	550	318	2.32
1.0289	550	319	2.31
1.02908	550	319	2.31
1.02926	550	320	2.3
1.02944	550	321	2.29
1.02962	550	325	2.25
1.02979	550	322	2.28
1.02997	550	323	2.27
1.03015	550	323	2.27
1.03033	550	324	2.26
1.03051	550	324	2.26
1.03074	550	325	2.25
1.03092	550	326	2.24
1.0311	550	326	2.24
1.03128	550	326	2.24
1.03146	550	327	2.23
1.03164	550	328	2.22
1.03182	550	328	2.22
1.032	550	329	2.21
