Time	Goal	In	Out
1.00064	750	3	7.47
1.00098	750	3	7.47
1.00119	750	6	7.44
1.00138	750	10	7.4
1.00156	750	14	7.36
1.00175	750	19	7.31
1.00197	750	24	7.26
1.00216	750	28	7.22
1.00236	750	33	7.17
1.00253	750	36	7.14
1.00271	750	41	7.09
1.00292	750	46	7.04
1.00355	750	61	6.89
1.00417	750	75	6.75
1.00479	750	88	6.62
1.00541	750	102	6.48
1.00603	750	114	6.36
1.00669	750	129	6.21
1.00731	750	142	6.08
1.00791	750	155	5.95
1.00852	750	167	5.83
1.00912	750	179	5.71
1.00974	750	191	5.59
1.01035	750	203	5.47
1.01097	750	214	5.36
1.01157	750	225	5.25
1.0122	750	237	5.13
1.0128	750	248	5.02
1.01344	750	259	4.91
1.01359	750	261	4.89
1.01374	750	264	4.86
1.01389	750	266	4.84
1.01403	750	269	4.81
1.01418	750	271	4.79
1.01433	750	274	4.76
1.01447	750	276	4.74
1.0146	750	278	4.72
1.01473	750	281	4.69
1.01486	750	282	4.68
1.01501	750	284	4.66
1.01517	750	287	4.63
1.0153	750	288	4.62
1.01544	750	291	4.59
1.01558	750	294	4.56
1.01573	750	295	4.55
1.01588	750	297	4.53
1.01602	750	300	4.5
1.01617	750	302	4.48
1.01635	750	304	4.46
1.01648	750	306	4.44
1.01661	750	308	4.42
1.01673	750	310	4.4
1.01686	750	310	4.4
1.01698	750	313	4.37
1.01711	750	314	4.36
1.01723	750	316	4.34
1.01736	750	318	4.32
1.01748	750	316	4.34
1.01761	750	321	4.29
1.01773	750	322	4.28
1.01786	750	323	4.27
1.01799	750	326	4.24
1.01811	750	327	4.23
1.01824	750	328	4.22
1.01836	750	330	4.2
1.01849	750	332	4.18
1.01861	750	333	4.17
1.01874	750	334	4.16
1.01886	750	336	4.14
1.01899	750	337	4.13
1.01912	750	339	4.11
1.01924	750	340	4.1
1.01937	750	342	4.08
1.01949	750	343	4.07
1.01962	750	344	4.06
1.01974	750	344	4.06
1.01987	750	347	4.03
1.01999	750	348	4.02
1.02012	750	350	4
1.02024	750	351	3.99
1.02037	750	355	3.95
1.02049	750	355	3.95
1.02062	750	355	3.95
1.02074	750	356	3.94
1.02087	750	358	3.92
1.02099	750	359	3.91
1.02112	750	360	3.9
1.02125	750	361	3.89
1.02137	750	361	3.89
1.02149	750	361	3.89
1.02162	750	362	3.88
1.02175	750	364	3.86
1.02187	750	367	3.83
1.022	750	368	3.82
1.02212	750	369	3.81
1.02225	750	371	3.79
1.02237	750	370	3.8
1.0225	750	373	3.77
1.02262	750	374	3.76
1.02275	750	375	3.75
1.02287	750	372	3.78
1.023	750	376	3.74
1.02312	750	378	3.72
1.02325	750	379	3.71
1.02337	750	380	3.7
1.0235	750	378	3.72
1.02362	750	382	3.68
1.02375	750	384	3.66
1.02387	750	385	3.65
1.024	750	385	3.65
1.02412	750	387	3.63
1.02425	750	386	3.64
1.02437	750	388	3.62
1.0245	750	389	3.61
1.02462	750	391	3.59
1.02474	750	395	3.55
1.02487	750	392	3.58
1.02499	750	393	3.57
1.02512	750	394	3.56
1.02524	750	394	3.56
1.02537	750	397	3.53
1.02549	750	397	3.53
1.02562	750	398	3.52
1.02574	750	398	3.52
1.02587	750	399	3.51
1.02599	750	400	3.5
1.02612	750	402	3.48
1.02627	750	402	3.48
1.02643	750	403	3.47
1.02656	750	404	3.46
1.02669	750	406	3.44
1.02683	750	406	3.44
1.02698	750	407	3.43
1.02712	750	408	3.42
1.02727	750	408	3.42
1.02741	750	410	3.4
1.02754	750	409	3.41
1.02769	750	411	3.39
1.02783	750	413	3.37
1.02798	750	413	3.37
1.02812	750	415	3.35
1.02828	750	415	3.35
1.02842	750	416	3.34
1.02858	750	417	3.33
1.02872	750	418	3.32
1.02885	750	419	3.31
1.02899	750	419	3.31
1.02912	750	420	3.3
1.02927	750	421	3.29
1.02943	750	422	3.28
1.02959	750	423	3.27
1.02974	750	423	3.27
1.02989	750	424	3.26
1.03004	750	425	3.25
1.03018	750	426	3.24
1.03033	750	427	3.23
1.03048	750	428	3.22
1.03061	750	428	3.22
1.03076	750	429	3.21
1.03091	750	430	3.2
1.03105	750	430	3.2
1.0312	750	431	3.19
1.03134	750	432	3.18
1.03149	750	432	3.18
1.03163	750	433	3.17
1.03176	750	434	3.16
1.03191	750	435	3.15
1.03204	750	435	3.15
1.0322	750	436	3.14
1.03234	750	436	3.14
1.03249	750	437	3.13
1.03263	750	437	3.13
1.03278	750	439	3.11
