Time	Goal	In	Out
1.00068	300	2	2.98
1.00096	300	2	2.98
1.00109	300	4	2.96
1.00121	300	6	2.94
1.00134	300	8	2.92
1.00146	300	10	2.9
1.00158	300	10	2.9
1.00171	300	12	2.88
1.00183	300	13	2.87
1.00196	300	15	2.85
1.00208	300	16	2.84
1.0022	300	18	2.82
1.00233	300	19	2.81
1.00245	300	21	2.79
1.00258	300	23	2.77
1.0027	300	24	2.76
1.00282	300	26	2.74
1.00295	300	27	2.73
1.00307	300	28	2.72
1.00319	300	30	2.7
1.00332	300	32	2.68
1.00344	300	33	2.67
1.00356	300	35	2.65
1.00369	300	36	2.64
1.00381	300	38	2.62
1.00393	300	39	2.61
1.00406	300	41	2.59
1.00418	300	42	2.58
1.00431	300	43	2.57
1.00443	300	45	2.55
1.00455	300	46	2.54
1.00467	300	48	2.52
1.0048	300	49	2.51
1.00492	300	50	2.5
1.00505	300	51	2.49
1.00517	300	53	2.47
1.00529	300	54	2.46
1.00542	300	56	2.44
1.00554	300	57	2.43
1.00566	300	58	2.42
1.00578	300	60	2.4
1.00591	300	61	2.39
1.00603	300	62	2.38
1.00615	300	63	2.37
1.00628	300	64	2.36
1.0064	300	63	2.37
1.00652	300	68	2.32
1.00665	300	68	2.32
1.00677	300	69	2.31
1.00689	300	71	2.29
1.00702	300	75	2.25
1.00714	300	71	2.29
1.00726	300	73	2.27
1.00739	300	75	2.25
1.00751	300	76	2.24
1.00763	300	77	2.23
1.00775	300	78	2.22
1.00788	300	81	2.19
1.008	300	80	2.2
1.00812	300	82	2.18
1.00824	300	83	2.17
1.00837	300	84	2.16
1.00849	300	85	2.15
1.00861	300	87	2.13
1.00874	300	87	2.13
1.00891	300	88	2.12
1.00904	300	89	2.11
1.00917	300	91	2.09
1.00929	300	92	2.08
1.00942	300	92	2.08
1.00954	300	93	2.07
1.00966	300	94	2.06
1.00979	300	96	2.04
1.00991	300	96	2.04
1.01003	300	97	2.03
1.01016	300	98	2.02
1.01028	300	99	2.01
1.0104	300	100	2
1.01052	300	101	1.99
1.01065	300	102	1.98
1.01077	300	102	1.98
1.0109	300	104	1.96
1.01102	300	104	1.96
1.01114	300	106	1.94
1.01126	300	106	1.94
1.01139	300	108	1.92
1.01151	300	106	1.94
1.01163	300	109	1.91
1.01176	300	110	1.9
1.01188	300	110	1.9
1.012	300	111	1.89
1.01212	300	112	1.88
1.01225	300	113	1.87
1.01237	300	114	1.86
1.01249	300	114	1.86
1.01262	300	115	1.85
1.01274	300	116	1.84
1.01286	300	117	1.83
1.01298	300	117	1.83
1.01311	300	118	1.82
1.01323	300	119	1.81
1.01335	300	120	1.8
1.01348	300	120	1.8
1.0136	300	121	1.79
1.01372	300	122	1.78
1.01385	300	123	1.77
1.01397	300	123	1.77
1.01409	300	124	1.76
1.01422	300	125	1.75
1.01434	300	125	1.75
1.01446	300	126	1.74
1.01459	300	127	1.73
1.01471	300	127	1.73
1.01483	300	128	1.72
1.01495	300	129	1.71
1.01508	300	129	1.71
1.0152	300	130	1.7
1.01532	300	131	1.69
1.01545	300	131	1.69
1.01557	300	132	1.68
1.01569	300	133	1.67
1.01581	300	133	1.67
