Time	Goal	In	Out
1.00059	650	3	6.47
1.00095	650	3	6.47
1.00117	650	8	6.42
1.00138	650	12	6.38
1.00159	650	16	6.34
1.0018	650	21	6.29
1.00201	650	25	6.25
1.00222	650	33	6.17
1.00242	650	37	6.13
1.00263	650	42	6.08
1.00284	650	45	6.05
1.00305	650	50	6
1.00325	650	55	5.95
1.00346	650	61	5.89
1.00367	650	65	5.85
1.00387	650	69	5.81
1.00408	650	73	5.77
1.00429	650	79	5.71
1.0045	650	83	5.67
1.00471	650	89	5.61
1.00492	650	94	5.56
1.00512	650	97	5.53
1.00533	650	101	5.49
1.00554	650	105	5.45
1.00574	650	110	5.4
1.00595	650	110	5.4
1.00615	650	119	5.31
1.00636	650	123	5.27
1.00664	650	129	5.21
1.00685	650	135	5.15
1.00706	650	138	5.12
1.00726	650	142	5.08
1.00747	650	146	5.04
1.00768	650	151	4.99
1.00786	650	154	4.96
1.00803	650	158	4.92
1.00821	650	161	4.89
1.00839	650	165	4.85
1.00857	650	168	4.82
1.00875	650	172	4.78
1.00893	650	175	4.75
1.00911	650	179	4.71
1.00928	650	182	4.68
1.00946	650	185	4.65
1.00964	650	188	4.62
1.00982	650	192	4.58
1.00999	650	195	4.55
1.01017	650	198	4.52
1.01035	650	201	4.49
1.01053	650	204	4.46
1.01071	650	207	4.43
1.01089	650	209	4.41
1.01107	650	212	4.38
1.01124	650	215	4.35
1.01142	650	218	4.32
1.0116	650	221	4.29
1.01178	650	224	4.26
1.01195	650	226	4.24
1.01213	650	229	4.21
1.01231	650	231	4.19
1.01249	650	234	4.16
1.01267	650	237	4.13
1.01284	650	239	4.11
1.01302	650	241	4.09
1.0132	650	244	4.06
1.01338	650	246	4.04
1.01356	650	248	4.02
1.01373	650	250	4
1.01391	650	256	3.94
1.01409	650	259	3.91
1.01427	650	258	3.92
1.01444	650	259	3.91
1.01463	650	263	3.87
1.01481	650	264	3.86
1.01499	650	267	3.83
1.01517	650	269	3.81
1.01535	650	271	3.79
1.01553	650	273	3.77
1.01571	650	275	3.75
1.01589	650	277	3.73
1.01607	650	278	3.72
1.01626	650	281	3.69
1.0165	650	283	3.67
1.01673	650	284	3.66
1.01692	650	288	3.62
1.0171	650	286	3.64
1.01728	650	292	3.58
1.01746	650	294	3.56
1.01764	650	296	3.54
1.01781	650	297	3.53
1.01799	650	299	3.51
1.01817	650	301	3.49
1.01835	650	303	3.47
1.01853	650	304	3.46
1.0187	650	306	3.44
1.01888	650	307	3.43
1.01906	650	309	3.41
1.01924	650	311	3.39
1.01942	650	312	3.38
1.0196	650	314	3.36
1.01977	650	315	3.35
1.01995	650	317	3.33
1.02013	650	317	3.33
1.02031	650	319	3.31
1.02049	650	321	3.29
1.02066	650	323	3.27
1.02084	650	322	3.28
1.02102	650	326	3.24
1.0212	650	327	3.23
1.02138	650	328	3.22
1.02155	650	329	3.21
1.02173	650	331	3.19
1.02191	650	331	3.19
1.02209	650	334	3.16
1.02227	650	334	3.16
1.02245	650	336	3.14
1.02262	650	337	3.13
1.0228	650	338	3.12
1.02298	650	339	3.11
1.02316	650	340	3.1
1.02334	650	342	3.08
1.02351	650	343	3.07
1.02369	650	344	3.06
1.02387	650	345	3.05
1.02405	650	346	3.04
1.02423	650	348	3.02
1.0244	650	349	3.01
1.02458	650	350	3
1.02476	650	351	2.99
1.02494	650	349	3.01
1.02511	650	353	2.97
1.02529	650	354	2.96
1.02547	650	355	2.95
1.02565	650	356	2.94
1.02582	650	357	2.93
1.026	650	355	2.95
1.02618	650	362	2.88
1.02636	650	359	2.91
1.02659	650	362	2.88
1.02676	650	360	2.9
1.02694	650	363	2.87
1.02712	650	365	2.85
1.0273	650	365	2.85
1.02748	650	366	2.84
1.02766	650	366	2.84
1.02783	650	367	2.83
1.02801	650	368	2.82
1.02819	650	369	2.81
1.02837	650	370	2.8
1.02855	650	370	2.8
1.02872	650	371	2.79
1.0289	650	372	2.78
1.02908	650	373	2.77
1.02926	650	374	2.76
1.02943	650	374	2.76
1.02961	650	376	2.74
1.02979	650	376	2.74
1.02997	650	377	2.73
1.03015	650	377	2.73
1.03032	650	378	2.72
1.0305	650	379	2.71
1.03068	650	380	2.7
1.03086	650	380	2.7
1.03103	650	381	2.69
1.03121	650	382	2.68
1.03139	650	382	2.68
1.03157	650	383	2.67
1.03175	650	384	2.66
1.03193	650	384	2.66
1.0321	650	385	2.65
1.03228	650	386	2.64
1.03246	650	386	2.64
1.03264	650	388	2.62
1.03282	650	391	2.59
1.033	650	388	2.62
1.03318	650	388	2.62
1.03336	650	389	2.61
1.03354	650	388	2.62
1.03371	650	390	2.6
1.03389	650	391	2.59
1.03407	650	391	2.59
1.03425	650	392	2.58
1.03443	650	392	2.58
1.0346	650	392	2.58
1.0375	650	402	2.48
1.0378	650	403	2.47
1.03798	650	402	2.48
1.03816	650	403	2.47
1.03834	650	404	2.46
1.03852	650	403	2.47
1.0387	650	403	2.47
1.03888	650	407	2.43
1.03906	650	406	2.44
1.03924	650	405	2.45
1.03942	650	404	2.46
1.0396	650	407	2.43
1.03977	650	407	2.43
1.03995	650	407	2.43
1.04019	650	408	2.42
1.04037	650	408	2.42
1.04055	650	408	2.42
1.04073	650	409	2.41
1.04091	650	409	2.41
1.04108	650	409	2.41
1.04126	650	410	2.4
1.04144	650	410	2.4
1.04162	650	411	2.39
1.0418	650	411	2.39
1.04198	650	411	2.39
1.04215	650	411	2.39
1.04233	650	411	2.39
1.04251	650	412	2.38
1.04269	650	412	2.38
1.04287	650	413	2.37
1.04304	650	413	2.37
1.04322	650	412	2.38
1.0434	650	413	2.37
1.04358	650	413	2.37
1.04375	650	414	2.36
1.04393	650	414	2.36
1.04411	650	414	2.36
1.04429	650	416	2.34
1.04447	650	415	2.35
1.04465	650	416	2.34
1.04482	650	416	2.34
1.045	650	416	2.34
1.04518	650	416	2.34
1.04536	650	417	2.33
1.04553	650	417	2.33
1.04571	650	417	2.33
1.04589	650	417	2.33
1.04607	650	418	2.32
1.04625	650	418	2.32
1.04646	650	418	2.32
1.04665	650	422	2.28
1.04683	650	419	2.31
1.04701	650	419	2.31
1.04719	650	419	2.31
1.04737	650	419	2.31
1.04754	650	419	2.31
1.04772	650	420	2.3
1.0479	650	420	2.3
1.04808	650	420	2.3
1.04826	650	420	2.3
