Time	Goal	In	Out
1.0007	450	3	4.47
1.00094	450	3	4.47
1.00107	450	6	4.44
1.0012	450	7	4.43
1.00132	450	10	4.4
1.00145	450	12	4.38
1.00157	450	13	4.37
1.0017	450	17	4.33
1.00182	450	19	4.31
1.00195	450	22	4.28
1.00207	450	25	4.25
1.0022	450	27	4.23
1.00232	450	29	4.21
1.00245	450	32	4.18
1.00257	450	32	4.18
1.0027	450	36	4.14
1.00282	450	39	4.11
1.00295	450	41	4.09
1.00307	450	44	4.06
1.0032	450	46	4.04
1.00332	450	48	4.02
1.00345	450	50	4
1.00357	450	52	3.98
1.00369	450	55	3.95
1.00382	450	56	3.94
1.00394	450	59	3.91
1.00407	450	61	3.89
1.00419	450	64	3.86
1.00432	450	65	3.85
1.00444	450	70	3.8
1.00456	450	69	3.81
1.00469	450	72	3.78
1.00481	450	74	3.76
1.00494	450	73	3.77
1.00506	450	79	3.71
1.00519	450	80	3.7
1.00531	450	82	3.68
1.00543	450	84	3.66
1.00556	450	86	3.64
1.00568	450	88	3.62
1.0058	450	90	3.6
1.00593	450	92	3.58
1.00605	450	94	3.56
1.00618	450	96	3.54
1.0063	450	98	3.52
1.00642	450	99	3.51
1.0066	450	101	3.49
1.00673	450	104	3.46
1.00686	450	106	3.44
1.00698	450	107	3.43
1.00711	450	109	3.41
1.00723	450	111	3.39
1.00735	450	113	3.37
1.00748	450	114	3.36
1.0076	450	116	3.34
1.00773	450	118	3.32
1.00785	450	119	3.31
1.00797	450	121	3.29
1.0081	450	123	3.27
1.00822	450	124	3.26
1.00835	450	126	3.24
1.00847	450	127	3.23
1.00859	450	129	3.21
1.00872	450	131	3.19
1.00884	450	132	3.18
1.00896	450	134	3.16
1.00909	450	135	3.15
1.00921	450	137	3.13
1.00934	450	138	3.12
1.00946	450	140	3.1
1.00958	450	141	3.09
1.00971	450	141	3.09
1.00983	450	142	3.08
1.00996	450	145	3.05
1.01008	450	147	3.03
1.0102	450	148	3.02
1.01033	450	148	3.02
1.01045	450	151	2.99
1.01058	450	152	2.98
1.0107	450	153	2.97
1.01082	450	156	2.94
1.01095	450	156	2.94
1.01107	450	158	2.92
1.01119	450	159	2.91
1.01132	450	161	2.89
1.01144	450	162	2.88
1.01157	450	163	2.87
1.01169	450	163	2.87
1.01181	450	164	2.86
1.01194	450	166	2.84
1.01206	450	169	2.81
1.01218	450	168	2.82
1.01231	450	170	2.8
1.01243	450	171	2.79
1.01256	450	172	2.78
1.01268	450	173	2.77
1.0128	450	174	2.76
1.01293	450	176	2.74
1.01305	450	177	2.73
1.01318	450	178	2.72
1.0133	450	179	2.71
1.01343	450	180	2.7
1.01355	450	181	2.69
1.01367	450	182	2.68
1.0138	450	183	2.67
1.01392	450	184	2.66
1.01405	450	185	2.65
1.01417	450	187	2.63
1.01429	450	189	2.61
1.01442	450	189	2.61
1.01454	450	190	2.6
1.01467	450	190	2.6
1.01479	450	194	2.56
1.01491	450	192	2.58
1.01504	450	193	2.57
1.01516	450	194	2.56
1.01529	450	198	2.52
1.01541	450	196	2.54
1.01553	450	197	2.53
1.01566	450	198	2.52
1.01578	450	199	2.51
1.01591	450	200	2.5
1.01603	450	201	2.49
1.01615	450	202	2.48
1.01628	450	203	2.47
1.0164	450	204	2.46
1.01653	450	204	2.46
1.01669	450	206	2.44
1.01681	450	206	2.44
1.01694	450	207	2.43
1.01706	450	208	2.42
1.01719	450	209	2.41
1.01731	450	210	2.4
1.01743	450	211	2.39
1.01756	450	211	2.39
1.01768	450	212	2.38
1.0178	450	213	2.37
1.01793	450	214	2.36
1.01805	450	215	2.35
1.01818	450	216	2.34
1.0183	450	216	2.34
1.01843	450	217	2.33
1.01855	450	218	2.32
1.01867	450	218	2.32
1.0188	450	219	2.31
1.01892	450	220	2.3
1.01904	450	220	2.3
1.01917	450	222	2.28
1.01929	450	222	2.28
1.01941	450	223	2.27
1.01954	450	223	2.27
1.01966	450	225	2.25
1.01979	450	225	2.25
1.01991	450	226	2.24
1.02003	450	226	2.24
1.02016	450	227	2.23
1.02028	450	227	2.23
1.02041	450	228	2.22
1.02053	450	229	2.21
1.02066	450	230	2.2
1.02078	450	230	2.2
1.0209	450	230	2.2
1.02103	450	232	2.18
1.02115	450	232	2.18
1.02127	450	233	2.17
1.0214	450	233	2.17
1.02152	450	234	2.16
1.02165	450	236	2.14
1.02177	450	235	2.15
1.0219	450	236	2.14
1.02202	450	236	2.14
1.02214	450	237	2.13
1.02227	450	238	2.12
1.02239	450	239	2.11
1.02252	450	240	2.1
1.02264	450	239	2.11
1.02276	450	240	2.1
1.02289	450	240	2.1
1.02301	450	240	2.1
1.02313	450	242	2.08
1.02326	450	242	2.08
1.02338	450	243	2.07
1.02351	450	243	2.07
1.02363	450	243	2.07
1.02376	450	244	2.06
1.02388	450	245	2.05
1.024	450	245	2.05
1.02413	450	246	2.04
1.02425	450	246	2.04
1.02438	450	245	2.05
1.0245	450	248	2.02
1.02463	450	247	2.03
1.02475	450	248	2.02
1.02487	450	249	2.01
1.025	450	251	1.99
1.02512	450	247	2.03
1.02525	450	250	2
1.02537	450	251	1.99
1.0255	450	251	1.99
1.02562	450	252	1.98
1.02577	450	252	1.98
1.0259	450	253	1.97
1.02602	450	253	1.97
1.02615	450	253	1.97
1.02627	450	254	1.96
