Time	Goal	In	Out
1.00064	200	3	1.97
1.00087	200	3	1.97
1.00099	200	3	1.97
1.00111	200	4	1.96
1.00123	200	5	1.95
1.00134	200	6	1.94
1.00146	200	7	1.93
1.00158	200	9	1.91
1.0017	200	9	1.91
1.00181	200	10	1.9
1.00193	200	11	1.89
1.00205	200	11	1.89
1.00217	200	13	1.87
1.00228	200	14	1.86
1.0024	200	15	1.85
1.00252	200	16	1.84
1.00263	200	17	1.83
1.00275	200	17	1.83
1.00286	200	18	1.82
1.00298	200	19	1.81
1.0031	200	20	1.8
1.00322	200	21	1.79
1.00333	200	22	1.78
1.00345	200	23	1.77
1.00357	200	24	1.76
1.00368	200	25	1.75
1.0038	200	26	1.74
1.00392	200	27	1.73
1.00403	200	27	1.73
1.00415	200	28	1.72
1.00426	200	29	1.71
1.00438	200	30	1.7
1.0045	200	31	1.69
1.00461	200	32	1.68
1.00473	200	33	1.67
1.00485	200	33	1.67
1.00496	200	35	1.65
1.00508	200	35	1.65
1.00519	200	36	1.64
1.00531	200	37	1.63
1.00543	200	38	1.62
1.00554	200	39	1.61
1.00566	200	39	1.61
1.00578	200	40	1.6
1.00589	200	41	1.59
1.00601	200	42	1.58
1.00613	200	43	1.57
1.00624	200	43	1.57
1.00636	200	44	1.56
1.00647	200	45	1.55
1.00659	200	45	1.55
1.00671	200	46	1.54
1.00682	200	47	1.53
1.00694	200	48	1.52
1.00706	200	48	1.52
1.00717	200	49	1.51
1.00729	200	50	1.5
1.00741	200	50	1.5
1.00752	200	51	1.49
1.00764	200	52	1.48
1.00775	200	52	1.48
1.00787	200	53	1.47
1.00799	200	54	1.46
1.0081	200	54	1.46
1.00822	200	56	1.44
1.0084	200	56	1.44
1.00853	200	57	1.43
1.00865	200	58	1.42
1.00876	200	58	1.42
1.00888	200	59	1.41
1.00899	200	60	1.4
1.00911	200	60	1.4
1.00923	200	61	1.39
1.00934	200	62	1.38
1.00946	200	62	1.38
1.00958	200	63	1.37
1.00969	200	63	1.37
1.00981	200	64	1.36
1.00992	200	65	1.35
1.01004	200	65	1.35
1.01016	200	65	1.35
1.01027	200	66	1.34
1.01039	200	67	1.33
1.01051	200	67	1.33
1.01062	200	68	1.32
1.01074	200	69	1.31
1.01085	200	69	1.31
1.01097	200	70	1.3
1.01108	200	69	1.31
1.0112	200	71	1.29
1.01132	200	71	1.29
1.01143	200	72	1.28
1.01155	200	72	1.28
1.01167	200	73	1.27
1.01178	200	73	1.27
1.0119	200	72	1.28
1.01201	200	76	1.24
1.01213	200	71	1.29
1.01225	200	75	1.25
1.01236	200	73	1.27
1.01248	200	77	1.23
1.0126	200	77	1.23
1.01271	200	77	1.23
1.01283	200	78	1.22
1.01295	200	78	1.22
1.01307	200	79	1.21
1.01318	200	79	1.21
1.0133	200	80	1.2
1.01342	200	80	1.2
1.01354	200	81	1.19
1.01366	200	81	1.19
1.01377	200	82	1.18
1.01389	200	82	1.18
1.01401	200	83	1.17
1.01413	200	83	1.17
1.01425	200	84	1.16
1.01437	200	84	1.16
1.01449	200	84	1.16
1.0146	200	85	1.15
1.01472	200	85	1.15
1.01484	200	86	1.14
1.01496	200	86	1.14
1.01509	200	87	1.13
1.01521	200	87	1.13
1.01532	200	87	1.13
