Time	Goal	In	Out
8.3281e-05	500	2	24.9
0.000469272	500	2	24.9
0.000690002	500	2	24.9
0.000916044	500	3	24.85
0.00114401	500	3	24.85
0.00138417	500	4	24.8
0.00162438	500	4	24.8
0.0018623	500	5	24.75
0.00209959	500	5	24.75
0.00233673	500	5	24.75
0.00257318	500	6	24.7
0.00285761	500	7	24.65
0.00336881	500	7	24.65
0.00369412	500	8	24.6
0.00397897	500	9	24.55
0.00426319	500	10	24.5
0.00451501	500	9	24.55
0.00481418	500	10	24.5
0.0051071	500	11	24.45
0.00536668	500	11	24.45
0.00564955	500	12	24.4
0.00596382	500	12	24.4
0.00645502	500	14	24.3
0.00674174	500	14	24.3
0.00702528	500	15	24.25
0.0073069	500	16	24.2
0.00759049	500	16	24.2
0.00787362	500	17	24.15
0.00815591	500	17	24.15
0.00843685	500	18	24.1
0.00872075	500	19	24.05
0.00900352	500	19	24.05
0.00928622	500	20	24
0.00956524	500	20	24
0.00984883	500	21	23.95
0.01013	500	22	23.9
0.0104091	500	22	23.9
0.0106896	500	23	23.85
0.0109725	500	23	23.85
0.011256	500	24	23.8
0.0115358	500	24	23.8
0.0118162	500	25	23.75
0.012098	500	26	23.7
0.0123796	500	26	23.7
0.0126597	500	27	23.65
0.0129824	500	27	23.65
0.0132739	500	28	23.6
0.0135548	500	29	23.55
0.0138359	500	29	23.55
0.0141177	500	31	23.45
0.0143982	500	31	23.45
0.0146786	500	31	23.45
0.0149641	500	33	23.35
0.015245	500	33	23.35
0.0155282	500	33	23.35
0.0158086	500	34	23.3
0.0160898	500	34	23.3
0.0163695	500	35	23.25
0.0166514	500	36	23.2
0.0169303	500	36	23.2
0.0172125	500	37	23.15
0.0174923	500	37	23.15
0.017773	500	38	23.1
0.0180531	500	38	23.1
0.0183359	500	39	23.05
0.0186149	500	40	23
0.0188947	500	41	22.95
0.019175	500	41	22.95
0.0194582	500	42	22.9
0.0197378	500	42	22.9
0.0200184	500	43	22.85
0.0203004	500	43	22.85
0.0205816	500	44	22.8
0.0208589	500	45	22.75
0.0211394	500	45	22.75
0.0214182	500	46	22.7
0.0216978	500	46	22.7
0.021979	500	47	22.65
0.0222593	500	48	22.6
0.0225414	500	49	22.55
0.0228219	500	48	22.6
0.0231656	500	49	22.55
0.0234564	500	50	22.5
0.0237338	500	51	22.45
0.0240139	500	51	22.45
0.0242959	500	52	22.4
0.0245773	500	54	22.3
0.0248588	500	55	22.25
0.0251403	500	54	22.3
0.0254196	500	55	22.25
0.0256979	500	55	22.25
0.025978	500	56	22.2
0.0262577	500	56	22.2
0.0265372	500	57	22.15
0.0268177	500	57	22.15
0.0270997	500	58	22.1
0.0273806	500	59	22.05
0.0276612	500	59	22.05
0.0279432	500	60	22
0.0282248	500	60	22
0.028504	500	61	21.95
0.0287846	500	62	21.9
0.0290658	500	62	21.9
0.0293465	500	63	21.85
0.0296276	500	64	21.8
0.0299073	500	64	21.8
0.0301863	500	65	21.75
0.0304668	500	65	21.75
0.0307477	500	65	21.75
0.0310278	500	67	21.65
0.0313074	500	67	21.65
0.0315891	500	68	21.6
0.0318704	500	68	21.6
0.0321509	500	69	21.55
0.0324302	500	69	21.55
0.0327095	500	70	21.5
0.033091	500	71	21.45
0.0334432	500	72	21.4
0.0337256	500	74	21.3
0.0340081	500	73	21.35
0.0342896	500	73	21.35
0.03457	500	74	21.3
0.0348497	500	74	21.3
0.0351312	500	75	21.25
0.0354118	500	76	21.2
0.0356916	500	76	21.2
0.0359742	500	77	21.15
0.0362554	500	78	21.1
0.0365363	500	78	21.1
0.0368169	500	79	21.05
0.0370999	500	79	21.05
0.0373807	500	80	21
0.0376585	500	80	21
0.037938	500	81	20.95
0.0382229	500	82	20.9
0.0385038	500	82	20.9
0.0387857	500	83	20.85
0.0390657	500	83	20.85
0.0393469	500	84	20.8
0.0396296	500	84	20.8
0.0399098	500	85	20.75
0.040189	500	86	20.7
0.0404703	500	86	20.7
0.0407517	500	87	20.65
0.0410314	500	87	20.65
0.0413108	500	88	20.6
0.0415925	500	88	20.6
0.0418719	500	88	20.6
0.0421533	500	90	20.5
0.0424324	500	90	20.5
0.0429966	500	91	20.45
0.0436736	500	93	20.35
0.0441705	500	94	20.3
0.0445325	500	94	20.3
0.0448484	500	95	20.25
0.0452732	500	96	20.2
0.0456129	500	96	20.2
0.0460077	500	98	20.1
0.0462654	500	98	20.1
0.0465511	500	99	20.05
0.0468402	500	99	20.05
0.0471238	500	100	20
0.0474046	500	99	20.05
0.0476838	500	101	19.95
0.0479675	500	101	19.95
0.0482469	500	101	19.95
0.0485285	500	102	19.9
0.0488083	500	103	19.85
0.0490917	500	104	19.8
0.0493724	500	105	19.75
0.0496542	500	104	19.8
0.0499338	500	105	19.75
0.050216	500	106	19.7
0.0504964	500	107	19.65
0.0507762	500	107	19.65
0.0510573	500	108	19.6
