Time	Goal	In	Out
8.2448e-05	500	3	49.7
0.000514324	500	2	49.8
0.000741617	500	3	49.7
0.000955003	500	3	49.7
0.0011723	500	3	49.7
0.00138162	500	4	49.6
0.00159782	500	4	49.6
0.00181271	500	4	49.6
0.00202433	500	5	49.5
0.00223824	500	4	49.6
0.00245225	500	6	49.4
0.00266996	500	6	49.4
0.00294563	500	7	49.3
0.00315918	500	7	49.3
0.00337256	500	7	49.3
0.00358558	500	8	49.2
0.00379939	500	8	49.2
0.00401043	500	9	49.1
0.00422048	500	9	49.1
0.00443007	500	10	49
0.00463772	500	10	49
0.00485486	500	11	48.9
0.00506804	500	11	48.9
0.00527699	500	12	48.8
0.00549106	500	12	48.8
0.00570038	500	12	48.8
0.00591049	500	13	48.7
0.0061209	500	13	48.7
0.00632965	500	14	48.6
0.00653971	500	14	48.6
0.00675096	500	14	48.6
0.00696059	500	15	48.5
0.00717387	500	15	48.5
0.00738059	500	16	48.4
0.00759096	500	16	48.4
0.0078033	500	17	48.3
0.00801216	500	17	48.3
0.00822273	500	18	48.2
0.00843372	500	18	48.2
0.00864159	500	18	48.2
0.0088507	500	19	48.1
0.00905898	500	20	48
0.00926706	500	19	48.1
0.00947878	500	20	48
0.00968425	500	21	47.9
0.00989242	500	21	47.9
0.0101008	500	22	47.8
0.0103135	500	22	47.8
0.0105202	500	23	47.7
0.0107312	500	23	47.7
0.0109384	500	23	47.7
0.0111462	500	24	47.6
0.0113601	500	24	47.6
0.0115716	500	25	47.5
0.0117788	500	25	47.5
0.0119864	500	25	47.5
0.0121936	500	26	47.4
0.0124008	500	26	47.4
0.0126101	500	27	47.3
0.0128578	500	26	47.4
0.0130784	500	28	47.2
0.0132919	500	29	47.1
0.0135035	500	29	47.1
0.0137155	500	29	47.1
0.0139287	500	30	47
0.0141374	500	30	47
0.0143497	500	31	46.9
0.0145593	500	31	46.9
0.0147704	500	32	46.8
0.014984	500	32	46.8
0.0151945	500	33	46.7
0.0154059	500	33	46.7
0.0156181	500	33	46.7
0.0158303	500	34	46.6
0.0160403	500	34	46.6
0.0162507	500	35	46.5
0.0164621	500	35	46.5
0.0166734	500	36	46.4
0.0168845	500	36	46.4
0.0170964	500	37	46.3
0.0173067	500	37	46.3
0.0175183	500	38	46.2
0.0177282	500	38	46.2
0.0179392	500	38	46.2
0.0181478	500	39	46.1
0.0183589	500	39	46.1
0.018571	500	40	46
0.0187793	500	40	46
0.0189908	500	40	46
0.0191993	500	41	45.9
0.0194118	500	41	45.9
0.0196223	500	41	45.9
0.019835	500	42	45.8
0.0200473	500	43	45.7
0.0202558	500	44	45.6
0.0204678	500	44	45.6
0.0206787	500	43	45.7
0.0208889	500	45	45.5
0.0211006	500	45	45.5
0.0213104	500	46	45.4
0.0215208	500	47	45.3
0.0217323	500	47	45.3
0.0219449	500	47	45.3
0.0221564	500	48	45.2
0.0223669	500	48	45.2
0.0225783	500	48	45.2
0.0228192	500	49	45.1
0.0230391	500	49	45.1
0.0232511	500	50	45
0.0234617	500	50	45
0.0236722	500	51	44.9
0.0238824	500	51	44.9
0.0240945	500	52	44.8
0.0243066	500	52	44.8
0.0245162	500	52	44.8
0.0247289	500	53	44.7
0.0249387	500	53	44.7
0.0251486	500	54	44.6
0.0253609	500	55	44.5
0.0255713	500	55	44.5
0.0257807	500	55	44.5
0.0259896	500	56	44.4
0.0262013	500	56	44.4
0.026413	500	57	44.3
0.0266237	500	57	44.3
0.0268353	500	58	44.2
0.0270453	500	58	44.2
0.0272561	500	58	44.2
0.0274677	500	59	44.1
0.0276779	500	59	44.1
0.0278886	500	60	44
0.0280996	500	60	44
0.0283079	500	61	43.9
0.0285194	500	61	43.9
0.02873	500	61	43.9
0.0289397	500	62	43.8
0.029149	500	63	43.7
0.0293604	500	63	43.7
0.0295716	500	62	43.8
0.0297811	500	64	43.6
0.0299926	500	64	43.6
0.0302039	500	65	43.5
0.0304156	500	65	43.5
0.0306258	500	66	43.4
0.030837	500	65	43.5
0.031048	500	66	43.4
0.031258	500	67	43.3
0.0314708	500	68	43.2
0.0316826	500	68	43.2
0.031893	500	68	43.2
0.0321037	500	69	43.1
0.0323124	500	69	43.1
0.0325556	500	70	43
0.032796	500	70	43
0.0330123	500	71	42.9
0.033225	500	71	42.9
0.0334348	500	71	42.9
0.033643	500	72	42.8
0.0338541	500	72	42.8
0.034061	500	73	42.7
0.0342687	500	73	42.7
0.0344769	500	74	42.6
0.0346893	500	74	42.6
0.0348969	500	75	42.5
0.0351038	500	75	42.5
0.0353099	500	76	42.4
0.0355167	500	76	42.4
0.0357294	500	76	42.4
