Time	Goal	In	Out
0.000111146	100	2	0.98
0.00034047	100	1	0.99
0.000464168	100	2	0.98
0.00058396	100	2	0.98
0.000702658	100	1	0.99
0.000821252	100	1	0.99
0.000939586	100	3	0.97
0.00105802	100	4	0.96
0.00117683	100	4	0.96
0.00129563	100	4	0.96
0.0014136	100	6	0.94
0.00153224	100	3	0.97
0.00165058	100	7	0.93
0.00176823	100	6	0.94
0.00188683	100	6	0.94
0.00200521	100	7	0.93
0.00212235	100	9	0.91
0.00224021	100	11	0.89
0.00235829	100	9	0.91
0.00247579	100	9	0.91
0.00259318	100	10	0.9
0.00271115	100	10	0.9
0.00282839	100	10	0.9
0.00294615	100	11	0.89
0.00306355	100	11	0.89
0.00318105	100	12	0.88
0.0032985	100	12	0.88
0.00341641	100	13	0.87
0.00353381	100	13	0.87
0.00365105	100	14	0.86
0.00376876	100	14	0.86
0.00388522	100	14	0.86
0.00400334	100	15	0.85
0.00412162	100	15	0.85
0.00423938	100	16	0.84
0.00435647	100	16	0.84
0.00447465	100	16	0.84
0.00459225	100	17	0.83
0.00470959	100	17	0.83
0.00482668	100	18	0.82
0.00494433	100	18	0.82
0.00506126	100	19	0.81
0.00517819	100	19	0.81
0.00529559	100	19	0.81
0.00541288	100	20	0.8
0.00553111	100	20	0.8
0.0056484	100	20	0.8
0.0057659	100	21	0.79
0.00588381	100	22	0.78
0.00600085	100	22	0.78
0.00611845	100	22	0.78
0.00623527	100	22	0.78
0.00635241	100	23	0.77
0.00646991	100	23	0.77
0.00658626	100	25	0.75
0.00670491	100	24	0.76
0.00682215	100	24	0.76
0.00693949	100	26	0.74
0.007056	100	23	0.77
0.0071734	100	24	0.76
0.0072908	100	26	0.74
0.00740773	100	26	0.74
0.00752684	100	26	0.74
0.00764439	100	27	0.73
0.00776246	100	24	0.76
0.00787929	100	26	0.74
0.00799648	100	30	0.7
0.00811408	100	26	0.74
0.00823085	100	30	0.7
0.00834778	100	27	0.73
0.00846544	100	28	0.72
0.00858299	100	29	0.71
0.00870038	100	30	0.7
0.00881788	100	30	0.7
0.00893455	100	30	0.7
0.0090509	100	31	0.69
0.00916815	100	31	0.69
0.00928533	100	31	0.69
0.00940252	100	31	0.69
0.00951966	100	33	0.67
0.00963742	100	29	0.71
0.00975481	100	31	0.69
0.00987242	100	34	0.66
0.00999049	100	33	0.67
0.0124925	100	39	0.61
0.0127963	100	40	0.6
0.0129841	100	40	0.6
0.0131696	100	40	0.6
0.0134302	100	42	0.58
0.0136831	100	41	0.59
0.0139323	100	42	0.58
0.0144608	100	43	0.57
0.0147246	100	43	0.57
0.0149722	100	44	0.56
0.0152189	100	44	0.56
0.0154631	100	44	0.56
0.0157083	100	45	0.55
0.0159536	100	45	0.55
0.0161986	100	46	0.54
0.0164432	100	47	0.53
0.0166857	100	46	0.54
0.0169314	100	47	0.53
0.0192891	100	51	0.49
0.019582	100	52	0.48
0.0197703	100	51	0.49
0.019952	100	51	0.49
0.0202961	100	52	0.48
0.020557	100	52	0.48
0.0208036	100	52	0.48
0.0210491	100	52	0.48
0.0212954	100	52	0.48
0.0215386	100	54	0.46
0.021787	100	53	0.47
0.0220311	100	54	0.46
0.0222751	100	54	0.46
0.0225179	100	54	0.46
0.0227634	100	55	0.45
0.0230072	100	54	0.46
0.0234899	100	55	0.45
0.023751	100	55	0.45
0.0239977	100	55	0.45
0.0242416	100	56	0.44
0.0244871	100	56	0.44
0.0247294	100	56	0.44
0.0249758	100	56	0.44
0.0252198	100	56	0.44
0.0254628	100	56	0.44
0.025707	100	57	0.43
0.0259517	100	57	0.43
0.0283141	100	60	0.4
0.0286683	100	59	0.41
0.0289218	100	59	0.41
0.0291719	100	58	0.42
0.0294167	100	59	0.41
0.0296623	100	59	0.41
0.0299056	100	60	0.4
0.0302117	100	60	0.4
0.0304666	100	60	0.4
0.0307118	100	60	0.4
0.0309575	100	60	0.4
0.0312031	100	61	0.39
0.0314473	100	61	0.39
0.0319223	100	64	0.36
0.0321794	100	61	0.39
0.0324278	100	61	0.39
0.0326708	100	61	0.39
0.0329144	100	61	0.39
0.033156	100	61	0.39
0.0334034	100	62	0.38
0.0336458	100	62	0.38
0.0338881	100	62	0.38
