Time	Goal	In	Out
8.5104e-05	100	1	0.99
0.000389636	100	2	0.98
0.000578647	100	10	0.9
0.000762345	100	18	0.82
0.00094396	100	27	0.73
0.0011249	100	35	0.65
0.00130651	100	44	0.56
0.00148792	100	52	0.48
0.0016687	100	61	0.39
0.0018487	100	70	0.3
0.00203177	100	79	0.21
0.0022125	100	87	0.13
0.00239204	100	96	0.04
0.00257339	100	104	-0.04
0.00281657	100	115	-0.15
0.00301573	100	125	-0.25
0.00321683	100	134	-0.34
0.00341365	100	143	-0.43
0.00361438	100	151	-0.51
0.00381183	100	162	-0.62
0.0040085	100	170	-0.7
0.00420579	100	178	-0.78
0.00440079	100	184	-0.84
0.00459668	100	195	-0.95
0.00479168	100	204	-1.04
0.00498574	100	213	-1.13
0.00518178	100	221	-1.21
0.00537761	100	230	-1.3
0.00557345	100	237	-1.37
0.00576767	100	245	-1.45
0.00596209	100	255	-1.55
0.00615803	100	262	-1.62
0.00644288	100	275	-1.75
0.00664012	100	284	-1.84
0.00683548	100	292	-1.92
0.00703111	100	300	-2
0.00722751	100	308	-2.08
0.00742392	100	313	-2.13
0.00761877	100	324	-2.24
0.00781335	100	328	-2.28
0.00800799	100	336	-2.36
0.00820335	100	344	-2.44
0.0083996	100	346	-2.46
0.00859455	100	359	-2.59
0.00879043	100	366	-2.66
0.00898465	100	374	-2.74
0.00917882	100	379	-2.79
0.00937372	100	388	-2.88
0.00956945	100	395	-2.95
0.00976429	100	402	-3.02
0.00995919	100	409	-3.09
0.0101537	100	417	-3.17
0.0103478	100	423	-3.23
0.0105427	100	430	-3.3
0.0107375	100	438	-3.38
0.0109313	100	444	-3.44
0.0111256	100	451	-3.51
0.0113194	100	458	-3.58
0.011515	100	465	-3.65
0.0117101	100	472	-3.72
0.011903	100	478	-3.78
0.0120962	100	485	-3.85
0.0122892	100	491	-3.91
0.0124826	100	498	-3.98
0.0126777	100	504	-4.04
0.0128722	100	511	-4.11
0.0130665	100	518	-4.18
0.0132611	100	524	-4.24
0.0134545	100	531	-4.31
0.0136493	100	537	-4.37
0.0138444	100	543	-4.43
0.0140381	100	549	-4.49
0.0142335	100	556	-4.56
0.0144269	100	561	-4.61
0.0146213	100	567	-4.67
0.0148182	100	574	-4.74
0.015012	100	579	-4.79
0.0152058	100	586	-4.86
0.0153979	100	593	-4.93
0.0155909	100	598	-4.98
0.0157849	100	604	-5.04
0.0159799	100	610	-5.1
0.0162002	100	616	-5.16
0.0164042	100	623	-5.23
0.0165975	100	629	-5.29
0.0167901	100	635	-5.35
0.0169862	100	640	-5.4
0.0171802	100	646	-5.46
0.0173738	100	652	-5.52
0.0175683	100	657	-5.57
0.0177616	100	662	-5.62
0.017956	100	668	-5.68
0.0181509	100	674	-5.74
0.0183433	100	679	-5.79
0.0185369	100	688	-5.88
0.0187304	100	691	-5.91
0.0189239	100	698	-5.98
0.0191186	100	701	-6.01
0.0193124	100	707	-6.07
0.0195062	100	712	-6.12
0.0197	100	717	-6.17
0.0198945	100	722	-6.22
0.0200887	100	728	-6.28
0.0202836	100	733	-6.33
0.0204773	100	738	-6.38
0.0206719	100	743	-6.43
0.0208662	100	748	-6.48
0.0210595	100	754	-6.54
0.0212548	100	759	-6.59
0.0214485	100	764	-6.64
0.0216417	100	768	-6.68
0.0218344	100	774	-6.74
0.0220274	100	778	-6.78
0.0222217	100	784	-6.84
0.0224169	100	788	-6.88
0.022611	100	793	-6.93
0.0228047	100	798	-6.98
0.0229985	100	803	-7.03
0.0231925	100	808	-7.08
0.0233884	100	812	-7.12
0.0235841	100	819	-7.19
0.0237787	100	823	-7.23
0.0239737	100	828	-7.28
0.0241667	100	832	-7.32
0.0243621	100	838	-7.38
0.0245565	100	842	-7.42
0.0247505	100	847	-7.47
0.0249453	100	850	-7.5
0.0251387	100	856	-7.56
0.0253316	100	860	-7.6
0.025528	100	862	-7.62
0.0257229	100	867	-7.67
0.025917	100	872	-7.72
0.0261114	100	876	-7.76
0.0264123	100	883	-7.83
0.026624	100	888	-7.88
0.026821	100	892	-7.92
0.0270167	100	897	-7.97
0.0272109	100	901	-8.01
0.0274056	100	904	-8.04
0.0276015	100	909	-8.09
0.0277972	100	913	-8.13
0.0279908	100	916	-8.16
0.0281859	100	921	-8.21
0.0283807	100	924	-8.24
0.02858	100	928	-8.28
0.0287756	100	933	-8.33
0.0289737	100	936	-8.36
0.029172	100	940	-8.4
0.0293646	100	944	-8.44
0.0295569	100	948	-8.48
0.0297543	100	951	-8.51
0.0299562	100	955	-8.55
0.0301545	100	959	-8.59
0.0303543	100	962	-8.62
0.0305524	100	965	-8.65
0.0307504	100	969	-8.69
0.0309516	100	973	-8.73
0.0311514	100	976	-8.76
0.0313477	100	979	-8.79
0.0315435	100	982	-8.82
0.0317395	100	985	-8.85
